time_s,centroid_hz,rolloff85_hz,rolloff95_hz,flatness_0_1
0.3626666666666667,7988.657548434005,16359.375,20812.5,0.22206878662109375
0.37333333333333335,8491.743308283432,17132.8125,21140.625,0.26111289858818054
0.384,9084.100083426705,17414.0625,21328.125,0.3772337734699249
0.39466666666666667,8897.143523872757,17226.5625,21468.75,0.35109466314315796
0.4053333333333333,8737.310158194647,16921.875,21539.0625,0.3273305594921112
0.416,8768.878308564326,16828.125,21304.6875,0.35590964555740356
0.4266666666666667,9179.78017841034,17742.1875,21093.75,0.37092462182044983
0.43733333333333335,9647.400302936092,17976.5625,21070.3125,0.40444210171699524
0.448,9367.920959473602,17531.25,20953.125,0.3872944712638855
0.45866666666666667,9414.08817612988,17695.3125,21445.3125,0.4075702428817749
0.4693333333333333,9387.939122758922,17507.8125,21585.9375,0.41017279028892517
0.48,9150.168553527692,17390.625,21328.125,0.3928513526916504
0.49066666666666664,9619.862988132241,18140.625,21585.9375,0.4186657965183258
0.5013333333333333,9867.32816565329,18046.875,21445.3125,0.4518619775772095
0.512,9512.382037460127,17484.375,21093.75,0.40985581278800964
0.5226666666666666,10033.859087550723,18187.5,21609.375,0.4765000343322754
0.5333333333333333,10766.884817253967,19101.5625,22125.0,0.4905753433704376
0.544,10520.417002014767,18632.8125,22218.75,0.4812968671321869
0.5546666666666666,10590.776021076608,19054.6875,22593.75,0.5170778036117554
0.5653333333333334,10371.256355797072,18984.375,22617.1875,0.4666462242603302
0.576,9634.810091604835,18046.875,22242.1875,0.4450278580188751
0.5866666666666667,9873.679363187157,18093.75,22031.25,0.41842028498649597
0.5973333333333334,9734.079145041733,18070.3125,21984.375,0.43414679169654846
0.608,9723.002069612108,18070.3125,21984.375,0.4595790207386017
0.6186666666666667,10217.028658271003,18468.75,22148.4375,0.4834834337234497
0.6293333333333333,10242.406817248224,18632.8125,22054.6875,0.4615536034107208
0.64,9800.654872240251,18609.375,21820.3125,0.41033250093460083
0.6506666666666666,9934.9619136446,18328.125,21867.1875,0.42887449264526367
0.6613333333333333,10214.431981720893,18328.125,21937.5,0.4495190382003784
0.672,9851.621513908654,18164.0625,21820.3125,0.4391946494579315
0.6826666666666666,9981.115500362932,18421.875,22054.6875,0.443111777305603
0.6933333333333334,10432.511229824173,18562.5,22148.4375,0.4552350342273712
0.704,10645.286091846658,18328.125,21867.1875,0.46514537930488586
0.7146666666666667,10851.270521515858,18562.5,21492.1875,0.4791492223739624
0.7253333333333334,11355.898879382949,19500.0,22125.0,0.5171709060668945
0.736,11379.465690628947,19664.0625,22546.875,0.5179634094238281
0.7466666666666667,10654.042326928347,19054.6875,22242.1875,0.47043031454086304
0.7573333333333333,9329.991886458842,17507.8125,21632.8125,0.3385029733181
0.768,9672.861533585965,18234.375,21960.9375,0.38301849365234375
0.7786666666666666,10007.033302787007,18351.5625,21773.4375,0.4291921854019165
0.7893333333333333,10192.68162291287,18304.6875,21562.5,0.41217437386512756
0.8,9550.62818615682,17460.9375,21585.9375,0.35029953718185425
0.8106666666666666,9755.458308767957,18281.25,21984.375,0.38669630885124207
0.8213333333333334,10171.49472336567,18750.0,22078.125,0.47977906465530396
0.832,10706.584804953323,19101.5625,22171.875,0.46937742829322815
0.8426666666666667,10841.884729272628,18960.9375,22171.875,0.5014050602912903
0.8533333333333334,10736.952614472202,18398.4375,21820.3125,0.4757932424545288
0.864,10665.363990225927,18187.5,21867.1875,0.45407789945602417
0.8746666666666667,11300.574197502514,19734.375,22453.125,0.48048800230026245
0.8853333333333333,11957.193885555826,20203.125,22710.9375,0.5412987470626831
0.896,11788.244651850433,19992.1875,22710.9375,0.5483145117759705
0.9066666666666666,10526.891328243395,18914.0625,22242.1875,0.5039217472076416
0.9173333333333333,10422.229064322102,18609.375,22031.25,0.4513324797153473
0.928,11056.678956857326,18960.9375,22125.0,0.4914490282535553
0.9386666666666666,11078.430434467762,18937.5,22054.6875,0.5145421028137207
0.9493333333333334,11181.479360739955,18796.875,21984.375,0.45631709694862366
0.96,11090.819367509903,19195.3125,22359.375,0.4711119830608368
0.9706666666666667,11142.534394351775,19382.8125,22500.0,0.48532480001449585
0.9813333333333333,11146.289602758874,19125.0,22476.5625,0.4612954556941986
0.992,10449.473245221583,18515.625,21937.5,0.48276257514953613
1.0026666666666666,10167.145532237471,18562.5,21820.3125,0.42922893166542053
1.0133333333333334,10170.046786172634,18632.8125,22195.3125,0.4046809673309326
1.024,10239.652828543609,18632.8125,22078.125,0.4013371467590332
1.0346666666666666,10496.44043340166,18890.625,22125.0,0.44464778900146484
1.0453333333333332,10833.974625596093,19218.75,22171.875,0.4959265887737274
1.056,10989.506784465508,19078.125,22242.1875,0.4528408646583557
1.0666666666666667,10689.36538931427,18843.75,21703.125,0.41194406151771545
1.0773333333333333,11079.398528178303,18023.4375,21304.6875,0.43251821398735046
1.088,11576.550101252618,18023.4375,21843.75,0.45077380537986755
1.0986666666666667,10523.472905837538,18000.0,21890.625,0.488472044467926
1.1093333333333333,10207.834336527114,18093.75,21796.875,0.44493451714515686
1.12,10643.95967400706,18750.0,21984.375,0.47339242696762085
1.1306666666666667,11356.650777466733,19312.5,22218.75,0.47964996099472046
1.1413333333333333,10876.592741973895,18937.5,22148.4375,0.47518327832221985
1.152,10643.471426543685,18750.0,22242.1875,0.4790361821651459
1.1626666666666667,10907.245260577454,18937.5,22242.1875,0.4537547528743744
1.1733333333333333,10268.292970309234,18703.125,22171.875,0.4295618236064911
1.184,9687.59873970157,18351.5625,21960.9375,0.38589581847190857
1.1946666666666668,9918.652296075375,18164.0625,21679.6875,0.42806094884872437
1.2053333333333334,9124.99187011413,17156.25,21234.375,0.38537392020225525
1.216,9755.909206819118,17789.0625,21492.1875,0.40856993198394775
1.2266666666666666,10008.54062761563,18070.3125,21773.4375,0.4065963625907898
1.2373333333333334,9844.29970041046,18000.0,21820.3125,0.4082001745700836
1.248,10175.739991984614,18070.3125,21750.0,0.4484575688838959
1.2586666666666666,9878.916844030442,17882.8125,21726.5625,0.4207821190357208
1.2693333333333334,9802.702867627097,18398.4375,22101.5625,0.4050748348236084
1.28,11517.243244361338,19429.6875,22476.5625,0.4819786846637726
1.2906666666666666,11881.625836521474,19734.375,22523.4375,0.4631173014640808
1.3013333333333332,11833.040577135756,19453.125,22312.5,0.4611431956291199
1.312,11729.497182206822,19289.0625,22312.5,0.45119842886924744
1.3226666666666667,11754.67358048357,19335.9375,22406.25,0.420285165309906
1.3333333333333333,11779.044933810525,19593.75,22359.375,0.49493736028671265
1.344,11839.402156867047,19828.125,22312.5,0.5012767314910889
1.3546666666666667,11023.98051281412,19078.125,22171.875,0.4570823013782501
1.3653333333333333,10039.055397240289,18046.875,21773.4375,0.404895544052124
1.376,10009.333713665881,18093.75,21796.875,0.3990592956542969
1.3866666666666667,10634.213174917157,18820.3125,22265.625,0.4240553379058838
1.3973333333333333,11713.320174583318,19781.25,22500.0,0.4869384169578552
1.408,11967.903458432742,19429.6875,22148.4375,0.48076608777046204
1.4186666666666667,11612.09151630674,19101.5625,22007.8125,0.4933280944824219
1.4293333333333333,10145.526111090163,18609.375,21984.375,0.4242526888847351
1.44,10987.356246989624,19265.625,22500.0,0.474077969789505
1.4506666666666668,11735.440771815182,19828.125,22429.6875,0.4540584087371826
1.4613333333333334,11784.849845176113,19617.1875,22382.8125,0.46383213996887207
1.472,12146.104275639203,19851.5625,22382.8125,0.5188005566596985
1.4826666666666666,12477.991131141081,20226.5625,22476.5625,0.4799666106700897
1.4933333333333334,12169.317833881638,20039.0625,22593.75,0.46983227133750916
1.504,11084.952903248788,19148.4375,22359.375,0.44875240325927734
1.5146666666666666,11086.09839010071,19148.4375,22359.375,0.4741061329841614
1.5253333333333334,11035.399429143674,19054.6875,22101.5625,0.4626621901988983
1.536,11477.81329030095,19382.8125,22429.6875,0.48989564180374146
1.5466666666666666,12114.344782478887,20015.625,22570.3125,0.48410606384277344
1.5573333333333332,12195.935387451627,20085.9375,22523.4375,0.48375317454338074
1.568,11712.127919040428,19757.8125,22570.3125,0.5172036290168762
1.5786666666666667,11146.311457061485,19429.6875,22429.6875,0.48669949173927307
1.5893333333333333,11091.141919772881,19218.75,22312.5,0.4913524091243744
1.6,11788.94690333803,19757.8125,22406.25,0.5127818584442139
1.6106666666666667,12448.653479936205,20250.0,22453.125,0.5001364350318909
1.6213333333333333,12312.941113380695,20179.6875,22664.0625,0.4639204442501068
1.632,12267.62012682722,20109.375,22710.9375,0.5036935806274414
1.6426666666666667,12244.854854800962,20085.9375,22687.5,0.5021286010742188
1.6533333333333333,11582.914389258061,19757.8125,22453.125,0.5159667134284973
1.664,11354.498510639529,19335.9375,22406.25,0.5010356307029724
1.6746666666666667,11301.535215077152,18937.5,22242.1875,0.4959464967250824
1.6853333333333333,11901.066137013258,19781.25,22500.0,0.4966302514076233
1.696,12429.475779586634,19851.5625,22687.5,0.4677119255065918
1.7066666666666668,12826.344219115736,20531.25,22968.75,0.44247838854789734
1.7173333333333334,12288.856015582225,20390.625,22640.625,0.49269697070121765
1.728,10952.50138056808,19125.0,22312.5,0.4682174324989319
1.7386666666666666,10811.9520477536,19148.4375,22382.8125,0.4442223906517029
1.7493333333333334,11100.614276687636,19265.625,22289.0625,0.4745354652404785
1.76,11476.535319025119,19710.9375,22359.375,0.49165254831314087
1.7706666666666666,12357.991542212601,20250.0,22664.0625,0.4948996305465698
1.7813333333333334,13016.946818309829,20531.25,22921.875,0.4767336845397949
1.792,13035.788210450173,20601.5625,22945.3125,0.4750867187976837
1.8026666666666666,12825.112461555584,20507.8125,22804.6875,0.452548086643219
1.8133333333333332,12666.808280120289,20695.3125,22898.4375,0.4866895377635956
1.824,12376.948621037916,20437.5,22945.3125,0.4992235600948334
1.8346666666666667,12364.642815475332,20226.5625,22828.125,0.4747886061668396
1.8453333333333333,12706.342678094039,20250.0,22546.875,0.47247523069381714
1.856,10966.096673703532,19171.875,22218.75,0.46011030673980713
1.8666666666666667,9800.093621059403,17578.125,21726.5625,0.3825816512107849
1.8773333333333333,9759.110333261375,17648.4375,21937.5,0.3753390908241272
1.888,10269.408477441317,18773.4375,22125.0,0.411926805973053
1.8986666666666667,11689.53539629267,19851.5625,22781.25,0.49474990367889404
1.9093333333333333,13313.153861914596,20812.5,23062.5,0.46699726581573486
1.92,13805.63097244118,21328.125,23085.9375,0.42065924406051636
1.9306666666666668,13644.606591941323,21210.9375,23085.9375,0.4549143314361572
1.9413333333333334,13675.99738207876,21187.5,23085.9375,0.45819413661956787
1.952,13687.677894835546,21187.5,23015.625,0.4550395905971527
1.9626666666666666,12990.57089100821,20554.6875,22640.625,0.48962849378585815
1.9733333333333334,12988.458397113754,20414.0625,22710.9375,0.4879867434501648
1.984,13222.327028675245,21117.1875,22945.3125,0.4751637876033783
1.9946666666666666,13104.564762607864,21140.625,22968.75,0.4673556685447693
2.005333333333333,12978.930992249225,21046.875,23039.0625,0.4790036678314209
2.016,12660.836249596447,20765.625,23015.625,0.50091153383255
2.026666666666667,11676.339758619306,20460.9375,22687.5,0.4828772246837616
2.037333333333333,10331.71586474122,19382.8125,22031.25,0.42845460772514343
2.048,10015.505083249693,18656.25,22101.5625,0.38874587416648865
2.058666666666667,10513.604600055189,19148.4375,22429.6875,0.4091767966747284
2.0693333333333332,10957.056191952002,19500.0,22359.375,0.4260319769382477
2.08,10941.463996250846,19429.6875,22289.0625,0.438064306974411
2.0906666666666665,10621.100393963019,19007.8125,22171.875,0.4135647714138031
2.1013333333333333,10608.475822726825,18726.5625,22335.9375,0.43175116181373596
2.112,10740.995140614516,18937.5,22265.625,0.4072220027446747
2.1226666666666665,10689.601567320125,19078.125,22218.75,0.423690527677536
2.1333333333333333,10270.093627999557,18632.8125,22031.25,0.3839130997657776
2.144,10255.581915481911,18750.0,22218.75,0.4069046974182129
